art_url,published,files_title,files_url
https://computationalcommunication.org/ccr/article/view/17,2020-02-03,PDF,https://computationalcommunication.org/ccr/article/view/17/8
https://computationalcommunication.org/ccr/article/view/9,2020-02-03,PDF,https://computationalcommunication.org/ccr/article/view/9/9
https://computationalcommunication.org/ccr/article/view/11,2020-02-03,PDF,https://computationalcommunication.org/ccr/article/view/11/11
https://computationalcommunication.org/ccr/article/view/15,2020-02-03,PDF,https://computationalcommunication.org/ccr/article/view/15/7
https://computationalcommunication.org/ccr/article/view/19,2020-02-03,PDF,https://computationalcommunication.org/ccr/article/view/19/10
