issue,title,authors,url,pdf_url
Vol 3 No 3 (2021): CCR 3 (3),"Greasing the wheels for comparative communication research
							
					Supervised text classification for multilingual corpora","Fabienne Lind, Tobias Heidenreich, Christoph Kralj, Hajo G. Boomgaarden",https://computationalcommunication.org/ccr/article/view/109,https://computationalcommunication.org/ccr/article/download/109/35
